ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
332,BK-R50B-58,2,LB ,CM ,"Road-650 Black, 58","Carretera: 650, negra, 58","Vélo de route 650 noir, 58",413.1463,1,Black,100,75,699.0982,58,54-58 CM,19.79,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
333,BK-R50B-58,2,LB ,CM ,"Road-650 Black, 58","Carretera: 650, negra, 58","Vélo de route 650 noir, 58",486.7066,1,Black,100,75,782.99,58,54-58 CM,19.79,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2006-07-01 00:00:00.000,2003-06-30 00:00:00.000,NULL
334,BK-R50B-60,2,LB ,CM ,"Road-650 Black, 60","Carretera: 650, negra, 60","Vélo de route 650 noir, 60",413.1463,1,Black,100,75,699.0982,60,60-62 CM,19.9,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
335,BK-R50B-60,2,LB ,CM ,"Road-650 Black, 60","Carretera: 650, negra, 60","Vélo de route 650 noir, 60",486.7066,1,Black,100,75,782.99,60,60-62 CM,19.9,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2006-07-01 00:00:00.000,2003-06-30 00:00:00.000,NULL
336,BK-R50B-62,2,LB ,CM ,"Road-650 Black, 62","Carretera: 650, negra, 62","Vélo de route 650 noir, 62",413.1463,1,Black,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
337,BK-R50B-62,2,LB ,CM ,"Road-650 Black, 62","Carretera: 650, negra, 62","Vélo de route 650 noir, 62",486.7066,1,Black,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2006-07-01 00:00:00.000,2003-06-30 00:00:00.000,NULL
338,BK-R50B-44,2,LB ,CM ,"Road-650 Black, 44","Carretera: 650, negra, 44","Vélo de route 650 noir, 44",413.1463,1,Black,100,75,699.0982,44,42-46 CM,18.77,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
339,BK-R50B-44,2,LB ,CM ,"Road-650 Black, 44","Carretera: 650, negra, 44","Vélo de route 650 noir, 44",486.7066,1,Black,100,75,782.99,44,42-46 CM,18.77,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2006-07-01 00:00:00.000,2003-06-30 00:00:00.000,NULL
340,BK-R50B-48,2,LB ,CM ,"Road-650 Black, 48","Carretera: 650, negra, 48","Vélo de route 650 noir, 48",413.1463,1,Black,100,75,699.0982,48,48-52 CM,19.13,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
341,BK-R50B-48,2,LB ,CM ,"Road-650 Black, 48","Carretera: 650, negra, 48","Vélo de route 650 noir, 48",486.7066,1,Black,100,75,782.99,48,48-52 CM,19.13,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2006-07-01 00:00:00.000,2003-06-30 00:00:00.000,NULL
342,BK-R50B-52,2,LB ,CM ,"Road-650 Black, 52","Carretera: 650, negra, 52","Vélo de route 650 noir, 52",413.1463,1,Black,100,75,699.0982,52,48-52 CM,19.42,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
343,BK-R50B-52,2,LB ,CM ,"Road-650 Black, 52","Carretera: 650, negra, 52","Vélo de route 650 noir, 52",486.7066,1,Black,100,75,782.99,52,48-52 CM,19.42,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.",此自行车经济实惠，具有我们的高档车型所拥有的许多功能。相同的车灯、刚架以及我们驰名业界的快速加速器。,إنها دراجة ذات سعر مناسب لإمكاناتها كما تتمتع بالعديد من مزايا أعلى طرازات دراجاتنا. إنها تتمتع أيضًا بما نشتهر به من هيكل خفيف وصلب، وسرعة في التسارع.,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""",最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。,Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.,2006-07-01 00:00:00.000,2003-06-30 00:00:00.000,NULL
344,BK-M82S-38,1,LB ,CM ,"Mountain-100 Silver, 38","Montaña: 100, plateada, 38","VTT 100 argent, 38",1912.1544,1,Silver,100,75,3399.99,38,38-40 CM,20.35,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.",高档竞赛山地车。性能得到进一步增强，包括创新的 HL 车架、极其平稳的前悬架以及适用于所有地形的出色牵引力。,دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي.,"אופני הרים תחרותיים מהשורה הראשונה. אפשרויות לשיפור ביצועים הכוללות HL Frame (מסגרת (HL, שיכוך קדמי חלק במיוחד ואחיזת כביש המתאימה לכל סוגי השטח.",สุดยอดจักรยานภูเขาสำหรับการแข่งขัน สมบูรณ์แบบด้วยองค์ประกอบสำหรับประสิทธิภาพสูงสุด เช่น เฟรม HL นวัตกรรมใหม่ ระบบกันกระเทือนด้านหน้าที่นุ่มนวลเป็นพิเศษ และยางที่ยึดเกาะทุกสภาพเส้นทาง,"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""",最高級の競技用マウンテン バイクです。性能強化オプションとしては、革新的な HL フレーム、スーパー スムーズなフロント サスペンション、地形を選ばないトラクションなどがあります。,"""En üst model rekabetçi dağ bisikleti. Performans yükselten opsiyonları arasında yenilikçi HL kadro, aşırı hassas ön süspansiyon ve her çeşit toprakta yol tutuşu bulunmaktadır.""",2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
345,BK-M82S-42,1,LB ,CM ,"Mountain-100 Silver, 42","Montaña: 100, plateada, 42","VTT 100 argent, 42",1912.1544,1,Silver,100,75,3399.99,42,42-46 CM,20.77,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.",高档竞赛山地车。性能得到进一步增强，包括创新的 HL 车架、极其平稳的前悬架以及适用于所有地形的出色牵引力。,دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي.,"אופני הרים תחרותיים מהשורה הראשונה. אפשרויות לשיפור ביצועים הכוללות HL Frame (מסגרת (HL, שיכוך קדמי חלק במיוחד ואחיזת כביש המתאימה לכל סוגי השטח.",สุดยอดจักรยานภูเขาสำหรับการแข่งขัน สมบูรณ์แบบด้วยองค์ประกอบสำหรับประสิทธิภาพสูงสุด เช่น เฟรม HL นวัตกรรมใหม่ ระบบกันกระเทือนด้านหน้าที่นุ่มนวลเป็นพิเศษ และยางที่ยึดเกาะทุกสภาพเส้นทาง,"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""",最高級の競技用マウンテン バイクです。性能強化オプションとしては、革新的な HL フレーム、スーパー スムーズなフロント サスペンション、地形を選ばないトラクションなどがあります。,"""En üst model rekabetçi dağ bisikleti. Performans yükselten opsiyonları arasında yenilikçi HL kadro, aşırı hassas ön süspansiyon ve her çeşit toprakta yol tutuşu bulunmaktadır.""",2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
346,BK-M82S-44,1,LB ,CM ,"Mountain-100 Silver, 44","Montaña: 100, plateada, 44","VTT 100 argent, 44",1912.1544,1,Silver,100,75,3399.99,44,42-46 CM,21.13,4,M ,2039.994,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.",高档竞赛山地车。性能得到进一步增强，包括创新的 HL 车架、极其平稳的前悬架以及适用于所有地形的出色牵引力。,دراجة سباقات مخصصة للقيادة في الجبال من أعلى طراز. تتضمن خيارات تحسين الأداء هيكل HL Frame الإبداعي، والتعليق الأمامي ذي السلاسة الفائقة، وقوة الجر المناسبة لجميع أنواع الأراضي.,"אופני הרים תחרותיים מהשורה הראשונה. אפשרויות לשיפור ביצועים הכוללות HL Frame (מסגרת (HL, שיכוך קדמי חלק במיוחד ואחיזת כביש המתאימה לכל סוגי השטח.",สุดยอดจักรยานภูเขาสำหรับการแข่งขัน สมบูรณ์แบบด้วยองค์ประกอบสำหรับประสิทธิภาพสูงสุด เช่น เฟรม HL นวัตกรรมใหม่ ระบบกันกระเทือนด้านหน้าที่นุ่มนวลเป็นพิเศษ และยางที่ยึดเกาะทุกสภาพเส้นทาง,"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""",最高級の競技用マウンテン バイクです。性能強化オプションとしては、革新的な HL フレーム、スーパー スムーズなフロント サスペンション、地形を選ばないトラクションなどがあります。,"""En üst model rekabetçi dağ bisikleti. Performans yükselten opsiyonları arasında yenilikçi HL kadro, aşırı hassas ön süspansiyon ve her çeşit toprakta yol tutuşu bulunmaktadır.""",2005-07-01 00:00:00.000,2002-06-30 00:00:00.000,NULL
